ym,country,theme_code,n_docs
2022-04,HO,CRM,12
2022-04,HO,POWER,11
2022-04,HO,TECH,10
2022-04,HO,POPULATION,9
2022-04,HO,HATE,8
2022-04,HO,MED,7
2022-04,HO,CHARASMATIC,7
2022-04,HO,INCOME,6
2022-04,HO,JIHAD,6
2022-04,HO,CURFEW,6
2022-04,HO,PEACEKEEPING,5
2022-04,HO,BLACK,4
2022-04,HO,LANDMINE,4
2022-04,HO,FIREARM,4
2022-04,HO,DEFECTION,4
2022-04,HO,AVIATION,4
2022-04,HO,RAIL,3
2022-04,HO,CLAIM,3
2022-04,HO,SICKENED,2
2022-04,HO,SUICIDE,2
2022-04,HO,INTERNET,2
2022-04,HO,UNGOVERNED,1
2022-04,HO,GENTRIFICATION,1
2022-04,HO,LOCUSTS,1
2022-05,HO,TAX,11446
2022-05,HO,WB,9590
2022-05,HO,EPU,9318
2022-05,HO,CRISISLEX,8607
2022-05,HO,GENERAL,7509
2022-05,HO,UNGP,7452
2022-05,HO,USPEC,7383
2022-05,HO,LEADER,6447
2022-05,HO,SOC,6348
2022-05,HO,AFFECT,3544
2022-05,HO,MEDICAL,3465
2022-05,HO,MANMADE,3070
2022-05,HO,ECON,2948
2022-05,HO,KILL,2852
2022-05,HO,TRIAL,2817
2022-05,HO,MEDIA,2807
2022-05,HO,BORDER,2793
2022-05,HO,HEALTH,2647
2022-05,HO,EDUCATION,2590
2022-05,HO,LEGISLATION,2538
2022-05,HO,ARMEDCONFLICT,2325
2022-05,HO,ARREST,2287
2022-05,HO,SECURITY,2059
2022-05,HO,IMMIGRATION,1876
2022-05,HO,ELECTION,1742
2022-05,HO,CRIME,1716
2022-05,HO,REFUGEES,1479
2022-05,HO,DRUG,1475
2022-05,HO,MOVEMENT,1450
2022-05,HO,SELF,1421
2022-05,HO,CORRUPTION,1420
2022-05,HO,ORGANIZED,1307
2022-05,HO,MILITARY,1304
2022-05,HO,PROTEST,1242
2022-05,HO,MARITIME,1232
2022-05,HO,ENV,1186
2022-05,HO,DEMOCRACY,1184
2022-05,HO,NATURAL,1115
2022-05,HO,SLFID,1103
2022-05,HO,POVERTY,1057
2022-05,HO,PUBLIC,926
2022-05,HO,BAN,885
2022-05,HO,TERROR,883
2022-05,HO,AGRICULTURE,794
2022-05,HO,DISCRIMINATION,770
2022-05,HO,ALLIANCE,755
2022-05,HO,CONSTITUTIONAL,747
2022-05,HO,DELAY,709
2022-05,HO,EXTREMISM,692
2022-05,HO,IDEOLOGY,685
2022-05,HO,SMUGGLING,676
2022-05,HO,UNREST,676
2022-05,HO,WOUND,639
2022-05,HO,SCIENCE,639
2022-05,HO,RURAL,568
2022-05,HO,NEGOTIATIONS,566
2022-05,HO,SEIGE,535
2022-05,HO,ACT,528
2022-05,HO,RATIFY,514
2022-05,HO,INEQUALITY,497
2022-05,HO,RAPE,495
2022-05,HO,SANCTIONS,491
2022-05,HO,APPOINTMENT,491
2022-05,HO,FOOD,457
2022-05,HO,URBAN,420
2022-05,HO,PERSECUTION,419
2022-05,HO,LEGALIZE,378
2022-05,HO,GRIEVANCES,376
2022-05,HO,TRANSPARENCY,373
2022-05,HO,KIDNAP,368
2022-05,HO,BLOCKADE,354
2022-05,HO,TOURISM,346
2022-05,HO,SOVEREIGNTY,342
2022-05,HO,UNEMPLOYMENT,333
2022-05,HO,HUMAN,306
2022-05,HO,GOV,302
2022-05,HO,ETH,272
2022-05,HO,POLITICAL,268
2022-05,HO,RECRUITMENT,246
2022-05,HO,SHORTAGE,244
2022-05,HO,TRAFFIC,213
2022-05,HO,REBELLION,204
2022-05,HO,SEIZE,186
2022-05,HO,LGBT,184
2022-05,HO,GENDER,184
2022-05,HO,RELIGION,179
2022-05,HO,CHECKPOINT,176
2022-05,HO,DISABILITY,160
2022-05,HO,HARASSMENT,158
2022-05,HO,CLOSURE,158
2022-05,HO,SURVEILLANCE,149
2022-05,HO,DISASTER,147
2022-05,HO,WATER,143
2022-05,HO,STATE,136
2022-05,HO,INFO,131
2022-05,HO,RETIREMENT,126
2022-05,HO,ROAD,125
2022-05,HO,JUSTICE,124
2022-05,HO,TAKE,123
2022-05,HO,DISPLACED,117
2022-05,HO,RESIGNATION,117
2022-05,HO,EXILE,114
2022-05,HO,EVACUATION,112
2022-05,HO,FREESPEECH,110
2022-05,HO,GEN,104
2022-05,HO,SCANDAL,100
2022-05,HO,CONFISCATION,99
2022-05,HO,SANITATION,95
2022-05,HO,RETALIATE,95
2022-05,HO,AID,82
2022-05,HO,TORTURE,80
2022-05,HO,STRIKE,77
2022-05,HO,RELATIONS,75
2022-05,HO,VETO,71
2022-05,HO,EMERG,69
2022-05,HO,REBELS,67
2022-05,HO,CYBER,59
2022-05,HO,PROPAGANDA,58
2022-05,HO,DEATH,57
2022-05,HO,ASSASSINATION,52
2022-05,HO,VIOLENT,50
2022-05,HO,UNSAFE,50
2022-05,HO,FUELPRICES,46
2022-05,HO,CEASEFIRE,44
2022-05,HO,POWER,42
2022-05,HO,DRONES,41
2022-05,HO,TECH,40
2022-05,HO,AUSTERITY,37
2022-05,HO,NEW,37
2022-05,HO,TREASON,36
2022-05,HO,BULLYING,35
2022-05,HO,MIL,34
2022-05,HO,RELEASE,31
2022-05,HO,PRIVATIZATION,31
2022-05,HO,INFRASTRUCTURE,29
2022-05,HO,LITERACY,29
2022-05,HO,EXHUMATION,26
2022-05,HO,WMD,25
2022-05,HO,SLUMS,24
2022-05,HO,PROPERTY,23
2022-05,HO,INSURGENCY,22
2022-05,HO,IMPEACHMENT,21
2022-05,HO,DEFECTION,20
2022-05,HO,SEPARATISTS,17
2022-05,HO,FIREARM,15
2022-05,HO,PIPELINE,13
2022-05,HO,RETIREMENTS,13
2022-05,HO,VANDALIZE,12
2022-05,HO,CURFEW,12
2022-05,HO,HATE,11
2022-05,HO,MED,10
2022-05,HO,WHISTLEBLOWER,9
2022-05,HO,LEG,9
2022-05,HO,POPULATION,9
2022-05,HO,REL,8
2022-05,HO,PIRACY,7
2022-05,HO,CHARASMATIC,6
2022-05,HO,BLACK,6
2022-05,HO,SICKENED,5
2022-05,HO,SUICIDE,5
2022-05,HO,JIHAD,5
2022-05,HO,INCOME,4
2022-05,HO,RAIL,4
2022-05,HO,PEACEKEEPING,4
2022-05,HO,AVIATION,3
2022-05,HO,LANDMINE,2
2022-05,HO,INTERNET,2
2022-05,HO,CRM,2
2022-05,HO,LOCUSTS,2
2022-05,HO,GENTRIFICATION,2
2022-05,HO,CLAIM,2
2022-06,HO,TAX,15786
2022-06,HO,WB,13634
2022-06,HO,EPU,13296
2022-06,HO,CRISISLEX,12570
2022-06,HO,GENERAL,10669
2022-06,HO,USPEC,10453
2022-06,HO,UNGP,10125
2022-06,HO,LEADER,9686
2022-06,HO,SOC,9099
2022-06,HO,MANMADE,6905
2022-06,HO,MEDICAL,5970
2022-06,HO,KILL,5957
2022-06,HO,BORDER,5550
2022-06,HO,AFFECT,5432
2022-06,HO,ECON,5257
2022-06,HO,MEDIA,5237
2022-06,HO,ARREST,4372
2022-06,HO,EDUCATION,4359
2022-06,HO,IMMIGRATION,4294
2022-06,HO,HEALTH,3449
2022-06,HO,DEMOCRACY,3419
2022-06,HO,ARMEDCONFLICT,3395
2022-06,HO,SECURITY,3199
2022-06,HO,ELECTION,3069
2022-06,HO,TRIAL,2972
2022-06,HO,SMUGGLING,2891
2022-06,HO,LEGISLATION,2724
2022-06,HO,ENV,2611
2022-06,HO,REFUGEES,2582
2022-06,HO,UNREST,2574
2022-06,HO,PROTEST,2498
2022-06,HO,MOVEMENT,2363
2022-06,HO,HUMAN,2324
2022-06,HO,SLFID,2319
2022-06,HO,CORRUPTION,2102
2022-06,HO,CRIME,2088
2022-06,HO,SELF,2043
2022-06,HO,NATURAL,2022
2022-06,HO,IDEOLOGY,1860
2022-06,HO,TERROR,1812
2022-06,HO,POVERTY,1794
2022-06,HO,WOUND,1638
2022-06,HO,AGRICULTURE,1571
2022-06,HO,SEIGE,1512
2022-06,HO,ORGANIZED,1481
2022-06,HO,DELAY,1393
2022-06,HO,DRUG,1279
2022-06,HO,ALLIANCE,1261
2022-06,HO,EXTREMISM,1234
2022-06,HO,CHECKPOINT,1220
2022-06,HO,MILITARY,1147
2022-06,HO,DISCRIMINATION,1132
2022-06,HO,INEQUALITY,1131
2022-06,HO,MARITIME,1102
2022-06,HO,SCIENCE,1064
2022-06,HO,NEGOTIATIONS,1044
2022-06,HO,CONSTITUTIONAL,942
2022-06,HO,PUBLIC,881
2022-06,HO,SANCTIONS,865
2022-06,HO,GRIEVANCES,856
2022-06,HO,GOV,839
2022-06,HO,FOOD,785
2022-06,HO,RURAL,744
2022-06,HO,ETH,703
2022-06,HO,BAN,692
2022-06,HO,RETIREMENT,645
2022-06,HO,PERSECUTION,631
2022-06,HO,RAPE,553
2022-06,HO,TRANSPARENCY,506
2022-06,HO,URBAN,494
2022-06,HO,DISPLACED,454
2022-06,HO,LGBT,452
2022-06,HO,TAKE,442
2022-06,HO,SURVEILLANCE,426
2022-06,HO,EXILE,424
2022-06,HO,RELIGION,422
2022-06,HO,SHORTAGE,420
2022-06,HO,APPOINTMENT,407
2022-06,HO,TRAFFIC,396
2022-06,HO,SOVEREIGNTY,380
2022-06,HO,INFO,377
2022-06,HO,KIDNAP,363
2022-06,HO,RESIGNATION,354
2022-06,HO,AID,342
2022-06,HO,TOURISM,327
2022-06,HO,DEATH,326
2022-06,HO,REBELLION,324
2022-06,HO,GENDER,303
2022-06,HO,BLOCKADE,294
2022-06,HO,GEN,283
2022-06,HO,DISASTER,261
2022-06,HO,POLITICAL,227
2022-06,HO,ACT,225
2022-06,HO,JUSTICE,223
2022-06,HO,UNEMPLOYMENT,220
2022-06,HO,RETIREMENTS,216
2022-06,HO,RECRUITMENT,214
2022-06,HO,WATER,213
2022-06,HO,SCANDAL,209
2022-06,HO,PHONE,205
2022-06,HO,RELATIONS,202
2022-06,HO,RATIFY,199
2022-06,HO,SICKENED,198
2022-06,HO,SEIZE,180
2022-06,HO,TREASON,179
2022-06,HO,TORTURE,175
2022-06,HO,SANITATION,162
2022-06,HO,FUELPRICES,145
2022-06,HO,LEGALIZE,140
2022-06,HO,VETO,139
2022-06,HO,CYBER,124
2022-06,HO,STRIKE,119
2022-06,HO,FREESPEECH,119
2022-06,HO,CLOSURE,119
2022-06,HO,CEASEFIRE,111
2022-06,HO,LITERACY,110
2022-06,HO,MIL,103
2022-06,HO,FIREARM,99
2022-06,HO,DISABILITY,93
2022-06,HO,HARASSMENT,92
2022-06,HO,RETALIATE,87
2022-06,HO,ASSASSINATION,75
2022-06,HO,EMERG,73
2022-06,HO,EVACUATION,70
2022-06,HO,VIOLENT,60
2022-06,HO,REBELS,60
2022-06,HO,INSURGENCY,59
2022-06,HO,STATE,59
2022-06,HO,CONFISCATION,56
2022-06,HO,UNSAFE,49
2022-06,HO,PROPAGANDA,48
2022-06,HO,PROPERTY,47
2022-06,HO,IMPEACHMENT,44
2022-06,HO,RELEASE,43
2022-06,HO,BULLYING,39
2022-06,HO,DRONES,39
2022-06,HO,INFRASTRUCTURE,38
2022-06,HO,SLUMS,38
2022-06,HO,NEW,36
2022-06,HO,VANDALIZE,33
2022-06,HO,WMD,31
2022-06,HO,DEFECTION,29
2022-06,HO,REL,27
2022-06,HO,ROAD,22
2022-06,HO,EXHUMATION,22
2022-06,HO,MED,19
2022-06,HO,WHISTLEBLOWER,19
2022-06,HO,AUSTERITY,18
2022-06,HO,POWER,15
2022-06,HO,SEPARATISTS,14
2022-06,HO,PRIVATIZATION,14
2022-06,HO,TECH,13
2022-06,HO,JIHAD,12
2022-06,HO,BLACK,12
2022-06,HO,CHARASMATIC,11
2022-06,HO,PIRACY,10
2022-06,HO,LANDMINE,9
2022-06,HO,SUICIDE,9
2022-06,HO,RAIL,9
2022-06,HO,HATE,9
2022-06,HO,POPULATION,8
2022-06,HO,CURFEW,8
2022-06,HO,GENTRIFICATION,6
2022-06,HO,PEACEKEEPING,5
2022-06,HO,INCOME,5
2022-06,HO,CRM,4
2022-06,HO,LEG,4
2022-06,HO,CLAIM,3
2022-06,HO,AVIATION,2
2022-06,HO,LOCUSTS,1
2022-06,HO,INTERNET,1
2022-07,HO,TAX,9085
2022-07,HO,WB,7344
2022-07,HO,CRISISLEX,7058
2022-07,HO,EPU,6862
2022-07,HO,GENERAL,5271
2022-07,HO,SOC,5064
2022-07,HO,UNGP,4966
2022-07,HO,USPEC,4499
2022-07,HO,MANMADE,3484
2022-07,HO,KILL,3411
2022-07,HO,LEADER,3387
2022-07,HO,AFFECT,2531
2022-07,HO,MEDIA,2454
2022-07,HO,MEDICAL,2362
2022-07,HO,BORDER,2198
2022-07,HO,TRIAL,2103
2022-07,HO,SECURITY,2033
2022-07,HO,EDUCATION,2016
2022-07,HO,ECON,1895
2022-07,HO,ARREST,1864
2022-07,HO,IMMIGRATION,1606
2022-07,HO,LEGISLATION,1599
2022-07,HO,ARMEDCONFLICT,1390
2022-07,HO,SMUGGLING,1332
2022-07,HO,HEALTH,1028
2022-07,HO,UNREST,908
2022-07,HO,CRIME,891
2022-07,HO,CORRUPTION,882
2022-07,HO,NATURAL,879
2022-07,HO,ENV,738
2022-07,HO,DEMOCRACY,713
2022-07,HO,ORGANIZED,694
2022-07,HO,REFUGEES,680
2022-07,HO,DRUG,680
2022-07,HO,SELF,680
2022-07,HO,ELECTION,669
2022-07,HO,HUMAN,666
2022-07,HO,WOUND,651
2022-07,HO,SCIENCE,627
2022-07,HO,POVERTY,601
2022-07,HO,MILITARY,599
2022-07,HO,TERROR,593
2022-07,HO,MARITIME,566
2022-07,HO,AGRICULTURE,558
2022-07,HO,PROTEST,552
2022-07,HO,SEIGE,547
2022-07,HO,MOVEMENT,544
2022-07,HO,GOV,541
2022-07,HO,SLFID,537
2022-07,HO,DISCRIMINATION,485
2022-07,HO,CHECKPOINT,442
2022-07,HO,DELAY,430
2022-07,HO,APPOINTMENT,424
2022-07,HO,BAN,421
2022-07,HO,PUBLIC,402
2022-07,HO,IDEOLOGY,385
2022-07,HO,CONSTITUTIONAL,381
2022-07,HO,SURVEILLANCE,369
2022-07,HO,ALLIANCE,336
2022-07,HO,DEATH,324
2022-07,HO,ACT,306
2022-07,HO,ETH,302
2022-07,HO,TOURISM,298
2022-07,HO,RURAL,296
2022-07,HO,PERSECUTION,279
2022-07,HO,KIDNAP,271
2022-07,HO,TRANSPARENCY,266
2022-07,HO,EXTREMISM,257
2022-07,HO,GEN,250
2022-07,HO,URBAN,249
2022-07,HO,FOOD,240
2022-07,HO,TRAFFIC,227
2022-07,HO,RAPE,211
2022-07,HO,WATER,210
2022-07,HO,LGBT,205
2022-07,HO,NEGOTIATIONS,196
2022-07,HO,SHORTAGE,171
2022-07,HO,SEIZE,159
2022-07,HO,UNEMPLOYMENT,150
2022-07,HO,RELIGION,144
2022-07,HO,REBELLION,142
2022-07,HO,SANCTIONS,139
2022-07,HO,DISPLACED,134
2022-07,HO,SOVEREIGNTY,132
2022-07,HO,POLITICAL,128
2022-07,HO,RESIGNATION,126
2022-07,HO,RETIREMENT,126
2022-07,HO,INEQUALITY,117
2022-07,HO,INFO,115
2022-07,HO,DISASTER,113
2022-07,HO,TAKE,110
2022-07,HO,TORTURE,108
2022-07,HO,CONFISCATION,104
2022-07,HO,RATIFY,100
2022-07,HO,SANITATION,100
2022-07,HO,RECRUITMENT,99
2022-07,HO,JUSTICE,97
2022-07,HO,BLOCKADE,95
2022-07,HO,AID,94
2022-07,HO,DISABILITY,84
2022-07,HO,GENDER,84
2022-07,HO,CLOSURE,82
2022-07,HO,HARASSMENT,78
2022-07,HO,STRIKE,73
2022-07,HO,SCANDAL,70
2022-07,HO,CYBER,64
2022-07,HO,VETO,61
2022-07,HO,RETALIATE,59
2022-07,HO,RELEASE,57
2022-07,HO,GRIEVANCES,56
2022-07,HO,EXILE,53
2022-07,HO,FREESPEECH,51
2022-07,HO,FUELPRICES,49
2022-07,HO,ROAD,48
2022-07,HO,WHISTLEBLOWER,45
2022-07,HO,LEGALIZE,44
2022-07,HO,REBELS,41
2022-07,HO,PROPERTY,39
2022-07,HO,ASSASSINATION,39
2022-07,HO,LITERACY,33
2022-07,HO,INFRASTRUCTURE,31
2022-07,HO,RELATIONS,31
2022-07,HO,SLUMS,31
2022-07,HO,STATE,30
2022-07,HO,PROPAGANDA,26
2022-07,HO,CEASEFIRE,25
2022-07,HO,EVACUATION,25
2022-07,HO,EMERG,24
2022-07,HO,VIOLENT,24
2022-07,HO,TREASON,23
2022-07,HO,MIL,23
2022-07,HO,INSURGENCY,22
2022-07,HO,PIRACY,21
2022-07,HO,DEFECTION,20
2022-07,HO,REL,20
2022-07,HO,SICKENED,20
2022-07,HO,NEW,19
2022-07,HO,AUSTERITY,19
2022-07,HO,PRIVATIZATION,19
2022-07,HO,AVIATION,18
2022-07,HO,BLACK,18
2022-07,HO,IMPEACHMENT,17
2022-07,HO,DRONES,17
2022-07,HO,UNSAFE,17
2022-07,HO,BULLYING,15
2022-07,HO,POWER,14
2022-07,HO,WMD,13
2022-07,HO,POPULATION,12
2022-07,HO,FIREARM,11
2022-07,HO,MED,11
2022-07,HO,EXHUMATION,10
2022-07,HO,RETIREMENTS,10
2022-07,HO,TECH,9
2022-07,HO,JIHAD,7
2022-07,HO,VANDALIZE,6
2022-07,HO,SEPARATISTS,6
2022-07,HO,CRM,6
2022-07,HO,GENTRIFICATION,5
2022-07,HO,CHARASMATIC,4
2022-07,HO,SUICIDE,3
2022-07,HO,PEACEKEEPING,3
2022-07,HO,CLAIM,2
2022-07,HO,LEG,2
2022-07,HO,LANDMINE,2
2022-07,HO,CURFEW,2
2022-07,HO,HATE,1
2022-07,HO,INCOME,1
2022-07,HO,POL,1
2022-07,HO,INTERNET,1
2022-08,HO,TAX,7609
2022-08,HO,WB,6262
2022-08,HO,EPU,5677
2022-08,HO,CRISISLEX,5089
2022-08,HO,GENERAL,4522
2022-08,HO,UNGP,4404
2022-08,HO,USPEC,4157
2022-08,HO,SOC,3894
2022-08,HO,LEADER,3297
2022-08,HO,EDUCATION,2240
2022-08,HO,MANMADE,1944
2022-08,HO,MEDIA,1890
2022-08,HO,AFFECT,1833
2022-08,HO,ECON,1808
2022-08,HO,MEDICAL,1736
2022-08,HO,KILL,1632
2022-08,HO,TRIAL,1504
2022-08,HO,ARMEDCONFLICT,1395
2022-08,HO,LEGISLATION,1367
2022-08,HO,SECURITY,1206
2022-08,HO,BORDER,1196
2022-08,HO,ARREST,1139
2022-08,HO,HEALTH,1061
2022-08,HO,IMMIGRATION,1032
2022-08,HO,ELECTION,841
2022-08,HO,DEMOCRACY,787
2022-08,HO,SELF,746
2022-08,HO,ENV,739
2022-08,HO,AGRICULTURE,735
2022-08,HO,NATURAL,705
2022-08,HO,PROTEST,603
2022-08,HO,SLFID,593
2022-08,HO,MOVEMENT,590
2022-08,HO,CRIME,589
2022-08,HO,CORRUPTION,588
2022-08,HO,IDEOLOGY,536
2022-08,HO,REFUGEES,521
2022-08,HO,MARITIME,513
2022-08,HO,DELAY,489
2022-08,HO,MILITARY,487
2022-08,HO,TERROR,471
2022-08,HO,DISCRIMINATION,457
2022-08,HO,APPOINTMENT,446
2022-08,HO,ORGANIZED,440
2022-08,HO,POVERTY,439
2022-08,HO,PUBLIC,439
2022-08,HO,SCIENCE,439
2022-08,HO,DRUG,432
2022-08,HO,BAN,410
2022-08,HO,CONSTITUTIONAL,395
2022-08,HO,UNREST,390
2022-08,HO,EXTREMISM,354
2022-08,HO,HUMAN,354
2022-08,HO,TOURISM,345
2022-08,HO,ALLIANCE,344
2022-08,HO,WOUND,307
2022-08,HO,SMUGGLING,289
2022-08,HO,RELIGION,270
2022-08,HO,PERSECUTION,254
2022-08,HO,TRANSPARENCY,244
2022-08,HO,KIDNAP,242
2022-08,HO,GOV,242
2022-08,HO,RAPE,231
2022-08,HO,URBAN,231
2022-08,HO,UNEMPLOYMENT,223
2022-08,HO,RURAL,222
2022-08,HO,WATER,203
2022-08,HO,NEGOTIATIONS,200
2022-08,HO,SURVEILLANCE,188
2022-08,HO,ETH,184
2022-08,HO,SEIGE,179
2022-08,HO,SOVEREIGNTY,178
2022-08,HO,POLITICAL,174
2022-08,HO,REBELLION,169
2022-08,HO,SANCTIONS,169
2022-08,HO,LGBT,162
2022-08,HO,CLOSURE,157
2022-08,HO,HARASSMENT,156
2022-08,HO,SEIZE,155
2022-08,HO,TAKE,152
2022-08,HO,JUSTICE,151
2022-08,HO,GEN,150
2022-08,HO,FREESPEECH,149
2022-08,HO,RATIFY,147
2022-08,HO,SHORTAGE,142
2022-08,HO,INEQUALITY,136
2022-08,HO,GENDER,135
2022-08,HO,SCANDAL,134
2022-08,HO,EXILE,132
2022-08,HO,TRAFFIC,128
2022-08,HO,FOOD,126
2022-08,HO,BLOCKADE,121
2022-08,HO,SANITATION,120
2022-08,HO,ACT,116
2022-08,HO,RECRUITMENT,111
2022-08,HO,RESIGNATION,102
2022-08,HO,CONFISCATION,101
2022-08,HO,STRIKE,99
2022-08,HO,DISPLACED,89
2022-08,HO,RETIREMENT,88
2022-08,HO,DISASTER,75
2022-08,HO,RELATIONS,74
2022-08,HO,TORTURE,70
2022-08,HO,FUELPRICES,67
2022-08,HO,UNSAFE,66
2022-08,HO,AID,65
2022-08,HO,INFO,65
2022-08,HO,DISABILITY,63
2022-08,HO,PROPAGANDA,59
2022-08,HO,ROAD,58
2022-08,HO,LEGALIZE,58
2022-08,HO,REBELS,50
2022-08,HO,BULLYING,47
2022-08,HO,PROPERTY,46
2022-08,HO,NEW,44
2022-08,HO,CHECKPOINT,44
2022-08,HO,EXHUMATION,43
2022-08,HO,RETALIATE,43
2022-08,HO,EVACUATION,41
2022-08,HO,CYBER,41
2022-08,HO,VETO,39
2022-08,HO,DEATH,39
2022-08,HO,EMERG,38
2022-08,HO,RELEASE,37
2022-08,HO,DRONES,35
2022-08,HO,LITERACY,35
2022-08,HO,CEASEFIRE,33
2022-08,HO,GRIEVANCES,29
2022-08,HO,PIRACY,27
2022-08,HO,AUSTERITY,26
2022-08,HO,ASSASSINATION,24
2022-08,HO,STATE,23
2022-08,HO,INSURGENCY,23
2022-08,HO,VIOLENT,22
2022-08,HO,INFRASTRUCTURE,22
2022-08,HO,TREASON,21
2022-08,HO,TECH,20
2022-08,HO,DEFECTION,20
2022-08,HO,WMD,20
2022-08,HO,VANDALIZE,18
2022-08,HO,POWER,18
2022-08,HO,MIL,17
2022-08,HO,PRIVATIZATION,14
2022-08,HO,JIHAD,13
2022-08,HO,POPULATION,13
2022-08,HO,BLACK,13
2022-08,HO,HATE,13
2022-08,HO,IMPEACHMENT,13
2022-08,HO,SICKENED,11
2022-08,HO,SEPARATISTS,10
2022-08,HO,AVIATION,10
2022-08,HO,REL,10
2022-08,HO,INTERNET,10
2022-08,HO,WHISTLEBLOWER,9
2022-08,HO,SLUMS,9
2022-08,HO,LEG,9
2022-08,HO,SUICIDE,9
2022-08,HO,CURFEW,9
2022-08,HO,MED,8
2022-08,HO,RAIL,7
2022-08,HO,CRM,4
2022-08,HO,CLAIM,3
2022-08,HO,GENTRIFICATION,3
2022-08,HO,PEACEKEEPING,3
2022-08,HO,RETIREMENTS,3
2022-08,HO,FIREARM,2
2022-08,HO,LANDMINE,2
2022-08,HO,CHARASMATIC,1
2022-08,HO,LOCUSTS,1
2022-09,HO,TAX,7569
2022-09,HO,WB,6196
2022-09,HO,EPU,5721
2022-09,HO,CRISISLEX,5561
2022-09,HO,UNGP,4617
2022-09,HO,GENERAL,4505
2022-09,HO,USPEC,4027
2022-09,HO,SOC,3778
2022-09,HO,LEADER,3337
2022-09,HO,MANMADE,2516
2022-09,HO,AFFECT,2396
2022-09,HO,KILL,2060
2022-09,HO,EDUCATION,1874
2022-09,HO,BORDER,1844
2022-09,HO,ECON,1777
2022-09,HO,MEDICAL,1765
2022-09,HO,MEDIA,1723
2022-09,HO,NATURAL,1461
2022-09,HO,HEALTH,1316
2022-09,HO,IMMIGRATION,1304
2022-09,HO,ARREST,1282
2022-09,HO,LEGISLATION,1271
2022-09,HO,TRIAL,1185
2022-09,HO,ARMEDCONFLICT,1133
2022-09,HO,SECURITY,1121
2022-09,HO,REFUGEES,1034
2022-09,HO,ENV,830
2022-09,HO,SELF,782
2022-09,HO,CRIME,745
2022-09,HO,MARITIME,706
2022-09,HO,PROTEST,668
2022-09,HO,DEMOCRACY,653
2022-09,HO,ELECTION,614
2022-09,HO,ORGANIZED,609
2022-09,HO,MOVEMENT,553
2022-09,HO,SMUGGLING,550
2022-09,HO,POVERTY,533
2022-09,HO,PUBLIC,520
2022-09,HO,UNREST,514
2022-09,HO,CORRUPTION,510
2022-09,HO,SLFID,510
2022-09,HO,DRUG,506
2022-09,HO,SCIENCE,484
2022-09,HO,AGRICULTURE,462
2022-09,HO,MILITARY,426
2022-09,HO,DISCRIMINATION,424
2022-09,HO,BAN,416
2022-09,HO,WATER,392
2022-09,HO,CONSTITUTIONAL,385
2022-09,HO,HUMAN,366
2022-09,HO,GOV,361
2022-09,HO,APPOINTMENT,351
2022-09,HO,IDEOLOGY,348
2022-09,HO,DELAY,331
2022-09,HO,TERROR,314
2022-09,HO,ALLIANCE,301
2022-09,HO,TOURISM,297
2022-09,HO,WOUND,295
2022-09,HO,SANCTIONS,278
2022-09,HO,SEIGE,262
2022-09,HO,FOOD,248
2022-09,HO,URBAN,239
2022-09,HO,SHORTAGE,229
2022-09,HO,EXTREMISM,226
2022-09,HO,TRANSPARENCY,209
2022-09,HO,EVACUATION,208
2022-09,HO,ETH,206
2022-09,HO,TAKE,187
2022-09,HO,KIDNAP,186
2022-09,HO,TRAFFIC,185
2022-09,HO,RELIGION,184
2022-09,HO,GEN,175
2022-09,HO,CHECKPOINT,173
2022-09,HO,DISPLACED,170
2022-09,HO,RAPE,169
2022-09,HO,NEGOTIATIONS,167
2022-09,HO,PERSECUTION,163
2022-09,HO,AID,155
2022-09,HO,STRIKE,136
2022-09,HO,RURAL,132
2022-09,HO,SURVEILLANCE,131
2022-09,HO,POLITICAL,129
2022-09,HO,RATIFY,126
2022-09,HO,UNEMPLOYMENT,125
2022-09,HO,RESIGNATION,124
2022-09,HO,REBELLION,120
2022-09,HO,SOVEREIGNTY,119
2022-09,HO,SEIZE,117
2022-09,HO,SANITATION,114
2022-09,HO,CYBER,110
2022-09,HO,EXHUMATION,109
2022-09,HO,INEQUALITY,104
2022-09,HO,CLOSURE,103
2022-09,HO,CONFISCATION,101
2022-09,HO,DISASTER,100
2022-09,HO,GENDER,93
2022-09,HO,JUSTICE,90
2022-09,HO,ACT,89
2022-09,HO,BULLYING,88
2022-09,HO,BLOCKADE,85
2022-09,HO,LGBT,79
2022-09,HO,RECRUITMENT,77
2022-09,HO,DISABILITY,75
2022-09,HO,HARASSMENT,73
2022-09,HO,FREESPEECH,73
2022-09,HO,STATE,67
2022-09,HO,EXILE,65
2022-09,HO,WHISTLEBLOWER,61
2022-09,HO,RETIREMENT,61
2022-09,HO,TORTURE,51
2022-09,HO,INFRASTRUCTURE,50
2022-09,HO,LEGALIZE,50
2022-09,HO,EMERG,48
2022-09,HO,VIOLENT,45
2022-09,HO,RETALIATE,44
2022-09,HO,SCANDAL,43
2022-09,HO,POWER,42
2022-09,HO,ROAD,42
2022-09,HO,REBELS,42
2022-09,HO,PROPAGANDA,38
2022-09,HO,RELEASE,33
2022-09,HO,ASSASSINATION,31
2022-09,HO,POPULATION,31
2022-09,HO,DEATH,31
2022-09,HO,CEASEFIRE,30
2022-09,HO,GRIEVANCES,30
2022-09,HO,INFO,28
2022-09,HO,LITERACY,27
2022-09,HO,RELATIONS,27
2022-09,HO,VETO,26
2022-09,HO,AUSTERITY,26
