theme_code,text_repr,iptc_rule_id,iptc_rule_label,rule_confidence,iptc_nn_id,iptc_nn_label,nn_score,iptc_second_id,iptc_second_label,second_score,iptc_final_id,iptc_final_label,decision_source,final_confidence
SOVEREIGNTY,SOVEREIGNTY - Sovereignty,11000000,politics and government,0.9,11000000,politics and government,0.3322332203388214,02000000,"crime, law and justice",0.29198262095451355,11000000,politics and government,agreement,0.9
STATE,STATE - State,11000000,politics and government,0.9,11000000,politics and government,0.38677823543548584,02000000,"crime, law and justice",0.328955739736557,11000000,politics and government,agreement,0.9
STRIKE,STRIKE - Strike,09000000,labour,0.9,09000000,labour,0.3694310486316681,16000000,"conflict, war and peace",0.22145020961761475,09000000,labour,agreement,0.9
SUICIDE,SUICIDE - Suicide,07000000,health,0.9,07000000,health,0.27762192487716675,02000000,"crime, law and justice",0.23646457493305206,07000000,health,agreement,0.9
SURVEILLANCE,SURVEILLANCE - Surveillance,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.2069023996591568,17000000,weather,0.20140109956264496,02000000,"crime, law and justice",agreement,0.9
TAKE,TAKE - Take,15000000,sport,0.9,15000000,sport,0.1760571151971817,11000000,politics and government,0.1716993749141693,15000000,sport,agreement,0.9
TAX,TAX - ECONOMY / FINANCE - Taxation and fiscal policy - Tax,04000000,"economy, business and finance",0.9,04000000,"economy, business and finance",0.5269186496734619,11000000,politics and government,0.3712671101093292,04000000,"economy, business and finance",agreement,0.9
TECH,TECH - Tech,13000000,science and technology,0.9,13000000,science and technology,0.4631044268608093,05000000,education,0.2778128981590271,13000000,science and technology,agreement,0.9
TERROR,TERROR - CONFLICT / WAR / PEACE - Terrorism and terror-related events - Terror,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.6054303646087646,11000000,politics and government,0.4527832269668579,16000000,"conflict, war and peace",agreement,0.9
TORTURE,TORTURE - Torture,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.23848707973957062,16000000,"conflict, war and peace",0.22055137157440186,02000000,"crime, law and justice",agreement,0.9
TOURISM,TOURISM - LIFESTYLE / ENTERTAINMENT - Tourism and travel - Tourism,10000000,lifestyle and leisure,0.9,10000000,lifestyle and leisure,0.7513453960418701,01000000,"arts, culture, entertainment and media",0.6268237829208374,10000000,lifestyle and leisure,agreement,0.9
TRAFFIC,TRAFFIC - Traffic,11000000,politics and government,0.9,02000000,"crime, law and justice",0.26767444610595703,11000000,politics and government,0.25942230224609375,11000000,politics and government,rule_preferred,0.9
TRANSPARENCY,TRANSPARENCY - Transparency,11000000,politics and government,0.9,11000000,politics and government,0.1528240144252777,05000000,education,0.12853160500526428,11000000,politics and government,agreement,0.9
TREASON,TREASON - Treason,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.3057330548763275,16000000,"conflict, war and peace",0.22998732328414917,02000000,"crime, law and justice",agreement,0.9
TRIAL,TRIAL - Trial,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.38739871978759766,15000000,sport,0.19939053058624268,02000000,"crime, law and justice",agreement,0.9
UNEMPLOYMENT,UNEMPLOYMENT - Unemployment,09000000,labour,0.9,09000000,labour,0.4820006191730499,14000000,society,0.15985457599163055,09000000,labour,agreement,0.9
UNGOVERNED,UNGOVERNED - Ungoverned,11000000,politics and government,0.9,11000000,politics and government,0.36196598410606384,02000000,"crime, law and justice",0.19692887365818024,11000000,politics and government,agreement,0.9
UNGP,UNGP - POLITICS / GOVERNMENT - UN Guiding Principles on Business and Human Rights - Ungp,11000000,politics and government,0.9,11000000,politics and government,0.33505749702453613,06000000,environment,0.29978516697883606,11000000,politics and government,agreement,0.9
UNREST,UNREST - Unrest,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.31826120615005493,11000000,politics and government,0.2989497184753418,16000000,"conflict, war and peace",agreement,0.9
UNSAFE,UNSAFE - Unsafe,03000000,"disaster, accident and emergency incident",0.9,03000000,"disaster, accident and emergency incident",0.295596182346344,06000000,environment,0.21990200877189636,03000000,"disaster, accident and emergency incident",agreement,0.9
URBAN,URBAN - Urban,14000000,society,0.9,11000000,politics and government,0.3546261787414551,10000000,lifestyle and leisure,0.3072064518928528,14000000,society,ambiguous,0.6273130893707275
USPEC,USPEC - GENERAL / UNCATEGORIZED - Unspecified or unknown category - Uspec,14000000,society,0.9,03000000,"disaster, accident and emergency incident",0.21560204029083252,07000000,health,0.18974381685256958,14000000,society,rule_preferred,0.9
VANDALIZE,VANDALIZE - Vandalize,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.23218393325805664,06000000,environment,0.10070758312940598,02000000,"crime, law and justice",agreement,0.9
VETO,VETO - Veto,11000000,politics and government,0.9,11000000,politics and government,0.15676085650920868,02000000,"crime, law and justice",0.11747410148382187,11000000,politics and government,agreement,0.9
VIOLENT,VIOLENT - Violent,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.398708701133728,16000000,"conflict, war and peace",0.3475193977355957,02000000,"crime, law and justice",agreement,0.9
WATER,WATER - Water,06000000,environment,0.9,06000000,environment,0.21781308948993683,11000000,politics and government,0.20024147629737854,06000000,environment,agreement,0.9
WB,WB - ECONOMY / FINANCE - World Bank related news and development - Wb,04000000,"economy, business and finance",0.9,04000000,"economy, business and finance",0.5394289493560791,09000000,labour,0.32372337579727173,04000000,"economy, business and finance",agreement,0.9
WHISTLEBLOWER,WHISTLEBLOWER - Whistleblower,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.174708753824234,06000000,environment,0.10839581489562988,02000000,"crime, law and justice",agreement,0.9
WMD,WMD - Wmd,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.35535478591918945,11000000,politics and government,0.20497539639472961,16000000,"conflict, war and peace",agreement,0.9
WOUND,WOUND - Wound,03000000,"disaster, accident and emergency incident",0.9,03000000,"disaster, accident and emergency incident",0.20564579963684082,02000000,"crime, law and justice",0.19396668672561646,03000000,"disaster, accident and emergency incident",agreement,0.9
