theme_code,text_repr,iptc_rule_id,iptc_rule_label,rule_confidence,iptc_nn_id,iptc_nn_label,nn_score,iptc_second_id,iptc_second_label,second_score,iptc_final_id,iptc_final_label,decision_source,final_confidence,tsne_x,tsne_y
RESIGNATION,RESIGNATION - Resignation,09000000,labour,0.9,09000000,labour,0.15723374485969543,16000000,"conflict, war and peace",0.08871689438819885,09000000,labour,agreement,0.9,75.46171569824219,21.57404899597168
RETALIATE,RETALIATE - Retaliate,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.14350555837154388,16000000,"conflict, war and peace",0.13684232532978058,02000000,"crime, law and justice",agreement,0.9,48.18809509277344,85.0542221069336
RETIREMENT,RETIREMENT - Retirement,10000000,lifestyle and leisure,0.9,10000000,lifestyle and leisure,0.22477084398269653,09000000,labour,0.20522505044937134,10000000,lifestyle and leisure,agreement,0.9,94.9690170288086,56.63685989379883
RETIREMENTS,RETIREMENTS - Retirements,10000000,lifestyle and leisure,0.9,09000000,labour,0.2653656601905823,10000000,lifestyle and leisure,0.261678010225296,10000000,lifestyle and leisure,rule_preferred,0.9,95.0,56.67938995361328
ROAD,ROAD - Road,11000000,politics and government,0.9,11000000,politics and government,0.2757335901260376,10000000,lifestyle and leisure,0.2308906614780426,11000000,politics and government,agreement,0.9,41.954864501953125,65.76460266113281
RURAL,RURAL - Rural,14000000,society,0.9,14000000,society,0.3145335912704468,10000000,lifestyle and leisure,0.30298492312431335,14000000,society,agreement,0.9,15.770767211914062,63.688716888427734
SANCTIONS,SANCTIONS - Sanctions,11000000,politics and government,0.9,02000000,"crime, law and justice",0.2906491160392761,16000000,"conflict, war and peace",0.2717858850955963,11000000,politics and government,rule_preferred,0.9,42.326351165771484,32.85194778442383
SANITATION,SANITATION - Sanitation,07000000,health,0.9,06000000,environment,0.3441295623779297,07000000,health,0.3269146978855133,07000000,health,ambiguous,0.6220647811889648,26.65682601928711,67.08514404296875
SCANDAL,SCANDAL - Scandal,02000000,"crime, law and justice",0.9,11000000,politics and government,0.29285261034965515,04000000,"economy, business and finance",0.24613432586193085,02000000,"crime, law and justice",rule_preferred,0.9,22.339475631713867,74.50301361083984
SCIENCE,SCIENCE - EDUCATION & SCIENCE - Scientific discoveries and research - Science,13000000,science and technology,0.9,13000000,science and technology,0.7288020849227905,05000000,education,0.5322870016098022,13000000,science and technology,agreement,0.9,7.142395973205566,30.759035110473633
SECURITY,SECURITY - CONFLICT / WAR / PEACE - Security issues and defense - Security,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.7065542936325073,14000000,society,0.37240371108055115,16000000,"conflict, war and peace",agreement,0.9,34.951927185058594,12.118370056152344
SEIGE,SEIGE - Seige,02000000,"crime, law and justice",0.9,10000000,lifestyle and leisure,0.159357488155365,11000000,politics and government,0.15498410165309906,02000000,"crime, law and justice",rule_preferred,0.9,55.021461486816406,92.0669937133789
SEIZE,SEIZE - Seize,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.20699074864387512,16000000,"conflict, war and peace",0.1972726285457611,02000000,"crime, law and justice",agreement,0.9,56.96000671386719,36.128028869628906
SELF,SELF - Self,08000000,human interest,0.9,08000000,human interest,0.26044923067092896,12000000,religion,0.22762322425842285,08000000,human interest,agreement,0.9,50.49474334716797,54.70741653442383
SEPARATISTS,SEPARATISTS - Separatists,16000000,"conflict, war and peace",0.9,11000000,politics and government,0.31979304552078247,09000000,labour,0.29194581508636475,16000000,"conflict, war and peace",ambiguous,0.6098965227603912,24.434436798095703,51.545066833496094
SHORTAGE,SHORTAGE - Shortage,09000000,labour,0.9,09000000,labour,0.34264445304870605,06000000,environment,0.2575700283050537,09000000,labour,agreement,0.9,78.61944580078125,82.72039794921875
SICKENED,SICKENED - Sickened,07000000,health,0.9,07000000,health,0.22799092531204224,03000000,"disaster, accident and emergency incident",0.16509085893630981,07000000,health,agreement,0.9,53.03350067138672,70.47267150878906
SLFID,SLFID - Slfid,14000000,society,0.9,16000000,"conflict, war and peace",0.13581517338752747,11000000,politics and government,0.10937350988388062,14000000,society,rule_preferred,0.9,64.61480712890625,57.63652801513672
SLUMS,SLUMS - Slums,14000000,society,0.9,11000000,politics and government,0.19165123999118805,14000000,society,0.18696805834770203,14000000,society,rule_preferred,0.9,64.53054809570312,56.89231491088867
SMUGGLING,SMUGGLING - Smuggling,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.30523011088371277,04000000,"economy, business and finance",0.19364817440509796,02000000,"crime, law and justice",agreement,0.9,79.68343353271484,69.03711700439453
SOC,SOC - SOCIETY / SOCIAL ISSUES - Social issues and community events - Soc,14000000,society,0.9,14000000,society,0.6555434465408325,15000000,sport,0.40581950545310974,14000000,society,agreement,0.9,25.382463455200195,22.462142944335938
SOVEREIGNTY,SOVEREIGNTY - Sovereignty,11000000,politics and government,0.9,11000000,politics and government,0.3322332203388214,02000000,"crime, law and justice",0.29198262095451355,11000000,politics and government,agreement,0.9,27.149124145507812,49.168521881103516
STATE,STATE - State,11000000,politics and government,0.9,11000000,politics and government,0.38677823543548584,02000000,"crime, law and justice",0.328955739736557,11000000,politics and government,agreement,0.9,36.810462951660156,57.62897872924805
STRIKE,STRIKE - Strike,09000000,labour,0.9,09000000,labour,0.3694310486316681,16000000,"conflict, war and peace",0.22145020961761475,09000000,labour,agreement,0.9,72.41177368164062,44.58909225463867
SUICIDE,SUICIDE - Suicide,07000000,health,0.9,07000000,health,0.27762192487716675,02000000,"crime, law and justice",0.23646457493305206,07000000,health,agreement,0.9,58.738548278808594,50.746498107910156
SURVEILLANCE,SURVEILLANCE - Surveillance,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.2069023996591568,17000000,weather,0.20140109956264496,02000000,"crime, law and justice",agreement,0.9,49.97931671142578,35.74458312988281
TAKE,TAKE - Take,15000000,sport,0.9,15000000,sport,0.1760571151971817,11000000,politics and government,0.1716993749141693,15000000,sport,agreement,0.9,53.69733810424805,50.717506408691406
TAX,TAX - ECONOMY / FINANCE - Taxation and fiscal policy - Tax,04000000,"economy, business and finance",0.9,04000000,"economy, business and finance",0.5269186496734619,11000000,politics and government,0.3712671101093292,04000000,"economy, business and finance",agreement,0.9,10.195969581604004,54.5666389465332
TECH,TECH - Tech,13000000,science and technology,0.9,13000000,science and technology,0.4631044268608093,05000000,education,0.2778128981590271,13000000,science and technology,agreement,0.9,40.247161865234375,80.07471466064453
TERROR,TERROR - CONFLICT / WAR / PEACE - Terrorism and terror-related events - Terror,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.6054303646087646,11000000,politics and government,0.4527832269668579,16000000,"conflict, war and peace",agreement,0.9,31.954370498657227,14.798487663269043
TORTURE,TORTURE - Torture,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.23848707973957062,16000000,"conflict, war and peace",0.22055137157440186,02000000,"crime, law and justice",agreement,0.9,61.747520446777344,33.886817932128906
TOURISM,TOURISM - LIFESTYLE / ENTERTAINMENT - Tourism and travel - Tourism,10000000,lifestyle and leisure,0.9,10000000,lifestyle and leisure,0.7513453960418701,01000000,"arts, culture, entertainment and media",0.6268237829208374,10000000,lifestyle and leisure,agreement,0.9,16.872394561767578,26.514236450195312
TRAFFIC,TRAFFIC - Traffic,11000000,politics and government,0.9,02000000,"crime, law and justice",0.26767444610595703,11000000,politics and government,0.25942230224609375,11000000,politics and government,rule_preferred,0.9,38.71536636352539,70.33228302001953
TRANSPARENCY,TRANSPARENCY - Transparency,11000000,politics and government,0.9,11000000,politics and government,0.1528240144252777,05000000,education,0.12853160500526428,11000000,politics and government,agreement,0.9,31.72333335876465,75.75245666503906
TREASON,TREASON - Treason,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.3057330548763275,16000000,"conflict, war and peace",0.22998732328414917,02000000,"crime, law and justice",agreement,0.9,65.27772521972656,24.084569931030273
TRIAL,TRIAL - Trial,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.38739871978759766,15000000,sport,0.19939053058624268,02000000,"crime, law and justice",agreement,0.9,62.242557525634766,41.175289154052734
UNEMPLOYMENT,UNEMPLOYMENT - Unemployment,09000000,labour,0.9,09000000,labour,0.4820006191730499,14000000,society,0.15985457599163055,09000000,labour,agreement,0.9,77.30711364746094,45.20399856567383
UNGOVERNED,UNGOVERNED - Ungoverned,11000000,politics and government,0.9,11000000,politics and government,0.36196598410606384,02000000,"crime, law and justice",0.19692887365818024,11000000,politics and government,agreement,0.9,31.451013565063477,52.545867919921875
UNGP,UNGP - POLITICS / GOVERNMENT - UN Guiding Principles on Business and Human Rights - Ungp,11000000,politics and government,0.9,11000000,politics and government,0.33505749702453613,06000000,environment,0.29978516697883606,11000000,politics and government,agreement,0.9,21.506380081176758,43.45553207397461
UNREST,UNREST - Unrest,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.31826120615005493,11000000,politics and government,0.2989497184753418,16000000,"conflict, war and peace",agreement,0.9,56.919044494628906,21.316722869873047
UNSAFE,UNSAFE - Unsafe,03000000,"disaster, accident and emergency incident",0.9,03000000,"disaster, accident and emergency incident",0.295596182346344,06000000,environment,0.21990200877189636,03000000,"disaster, accident and emergency incident",agreement,0.9,50.12977981567383,44.82390213012695
URBAN,URBAN - Urban,14000000,society,0.9,11000000,politics and government,0.3546261787414551,10000000,lifestyle and leisure,0.3072064518928528,14000000,society,ambiguous,0.6273130893707275,40.74677658081055,64.47756958007812
USPEC,USPEC - GENERAL / UNCATEGORIZED - Unspecified or unknown category - Uspec,14000000,society,0.9,03000000,"disaster, accident and emergency incident",0.21560204029083252,07000000,health,0.18974381685256958,14000000,society,rule_preferred,0.9,17.618946075439453,38.109195709228516
VANDALIZE,VANDALIZE - Vandalize,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.23218393325805664,06000000,environment,0.10070758312940598,02000000,"crime, law and justice",agreement,0.9,82.32518768310547,32.10171890258789
VETO,VETO - Veto,11000000,politics and government,0.9,11000000,politics and government,0.15676085650920868,02000000,"crime, law and justice",0.11747410148382187,11000000,politics and government,agreement,0.9,68.42728424072266,28.201339721679688
VIOLENT,VIOLENT - Violent,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.398708701133728,16000000,"conflict, war and peace",0.3475193977355957,02000000,"crime, law and justice",agreement,0.9,51.92919158935547,44.38201141357422
WATER,WATER - Water,06000000,environment,0.9,06000000,environment,0.21781308948993683,11000000,politics and government,0.20024147629737854,06000000,environment,agreement,0.9,45.45332336425781,63.27606964111328
WB,WB - ECONOMY / FINANCE - World Bank related news and development - Wb,04000000,"economy, business and finance",0.9,04000000,"economy, business and finance",0.5394289493560791,09000000,labour,0.32372337579727173,04000000,"economy, business and finance",agreement,0.9,6.331471920013428,47.66714859008789
WHISTLEBLOWER,WHISTLEBLOWER - Whistleblower,02000000,"crime, law and justice",0.9,02000000,"crime, law and justice",0.174708753824234,06000000,environment,0.10839581489562988,02000000,"crime, law and justice",agreement,0.9,81.63263702392578,38.33702850341797
WMD,WMD - Wmd,16000000,"conflict, war and peace",0.9,16000000,"conflict, war and peace",0.35535478591918945,11000000,politics and government,0.20497539639472961,16000000,"conflict, war and peace",agreement,0.9,60.74993896484375,27.197717666625977
WOUND,WOUND - Wound,03000000,"disaster, accident and emergency incident",0.9,03000000,"disaster, accident and emergency incident",0.20564579963684082,02000000,"crime, law and justice",0.19396668672561646,03000000,"disaster, accident and emergency incident",agreement,0.9,53.54692840576172,62.95268249511719
